project,submersible,evaluation,distribution,study,transport,handling,physiology,physiological,orthophotography,mapping,management,evaluation,conservation,development,plan,outreach,colonization,law,wedge-wire,demography,helicopter,plumage,implantation,hatchery-reared,diet,propagation,dispersal,colorimeter,video,vocalization,distribution,sherman,sigmodon,open-cup,treatment,biomass,taxonomic,sampled,scanned,translocation,broodstock,absence,presence,terrestrial,drawdown,boat,band,hydrology,hydrological,ves,fertilizer,limnological,turbidity,sur,hydrophone,cover,harp,swim,chamber,restoration,depth,hoop,dimorphism,call-playback,banded,banding,imaging,aerial,repatriation,passive,active,implantation,sonic,fyke,tag,pit,toxicity,visual,aging,pectoral,fin,sexed,trammel,mist-netting,netted,demography,post-stocking,telemetry,shannon-wiener,diversity,epa,anova,abiotic,clearing,monitoring,survey,singing,display,search,creation,restoration,population,acoustic,recruitment,gis,satellite,map,disease,swimming,growth,mass,height,weight,weighed,density,moisture,temperature,trial,treatment,tolerance,mortality,netting,transponder,trapping,trap,capture,captured,release,mark,recapture,mark-recapture,electrofishing,sampling,double-sampling,transmitters,tagging,tagged,track,tracking,transect,sensor,photo,photograph,photography,genetic,dna,mtdna,microsatellites,haplotype,tissue,cell,microscope,planting,fungus,survivorship,stocking,spawning,habitat,nest,nesting,eggs,predation,predator,prey,breeding,survival,foraging,fertilization,fire,oxygen,nitrogen,carbon,potassium,phosphorous,ammonia,formalin,salinity,nitrate,nitrite,acid,alkalinity,arsenic,selenium,conductivity,biomass,pozzolan,lassenite,humidity,reach,shore,river,drainage,reclamation,tributary,tributaries,agricultural,biotic,refuge,spring,flood,dam,mine,impoundment,freshwater,coastal,riparian,lake,marsh,channel,backwater,pond,ditch,raceway,soil,tank,laboratory,hatchery,reservoir,floodplain,herbaceous,crop,woody,woodlands,canopy,understory,irrigation,wildfire,wetland,forest,sediment,roost,roosting,foliage,sand,valley
c39,0.178988327,0,1.992217899,1.587548638,0.058365759,0,0,0,0,0,0.186770428,0,0.206225681,0.015564202,0.027237354,0.031128405,0,0,0,0,0,0,0,0.031128405,0,0,0.221789883,0,0,0,1.992217899,0,0,0,0,0,0,0.042801556,0.085603113,0,0,0,0.035019455,0,0,0.284046693,0,0,0,0,0,0,0.357976654,1.377431907,0.077821012,0.105058366,0,0,0,0,0.424124514,0,0,0,0,0,0,0,0,0.474708171,0.914396887,0,0.042801556,0,0.361867704,0.556420233,0,0,0,0,0.023346304,0.011673152,0.112840467,0,0,0,1.190661479,0.766536965,0,0,0,0,0.011673152,0,0.112840467,0.124513619,0,0,0,0,0,0.015564202,0.463035019,0.011673152,0,0,0.13229572,0,0.038910506,0,0.042801556,0,0.027237354,0.027237354,0,0,0.070038911,0,0,0,0.357976654,0.124513619,0.06614786,0,0,0.070038911,0.190661479,0.443579767,0.019455253,0.019455253,0,0.023346304,0.284046693,0,0.233463035,0,0.284046693,0.023346304,0.758754864,0,0,0,0.050583658,0,0,0,0,0,0,0,0,0,0,0,0,0.856031128,0,0.404669261,0,0,0,0.120622568,0,0.019455253,0,1.13618677,0,0,0,0.023346304,0,0,0,0,0,0,0,0,0,0.015564202,0,0,0,0,0,0,0,0,0.217898833,0.128404669,1.727626459,0.093385214,0.284046693,0,0,0.015564202,0.011673152,0.252918288,0.175097276,0,0.19844358,0,0,0,0,0,2.482490272,0.59922179,0.470817121,1.097276265,0.042801556,0,0,0,0.050583658,0,0.101167315,0.260700389,0,0,0,0.027237354,0,0,0,0.140077821,0,0,0,0.019455253,0,0,0,0,0.070038911
c3,0,0.000241903,0.001664864,0.000526496,2.13E-05,0,0,2.13E-05,0,0,0.001223746,0.000241903,0.00183562,0.000334396,0.000334396,0,0,0,0,0.000128066,0,0.000234789,0,4.98E-05,0.000305937,0,0.000106722,0,0,7.83E-05,0.001664864,0,0.000512266,0,2.85E-05,0,4.27E-05,0,0,7.83E-05,0,4.27E-05,0.000184985,5.69E-05,0,0,2.13E-05,2.85E-05,0,0,0,0,5.69E-05,0,0,0.000227674,0,0,0,0.000512266,0.000241903,0,0,0,2.13E-05,7.83E-05,0,0,0,2.13E-05,0.000227674,0,0,0,0,0,0,0.000142296,6.40E-05,5.69E-05,9.25E-05,0,0,0,0,0.000128066,2.85E-05,0.000113837,0,0.00017787,0,0,0,0,0.000569184,0.000683021,4.98E-05,8.54E-05,2.13E-05,0.000149411,0.000512266,0.001387387,9.96E-05,0.000149411,0,0,2.13E-05,0.000106722,3.56E-05,0.000419773,9.96E-05,0.000106722,7.83E-05,0,0.000291707,2.13E-05,0.000334396,0,2.85E-05,2.13E-05,0.000163641,0,0,2.85E-05,0,0.000142296,0.000384199,8.54E-05,0,2.85E-05,0.00017787,0,0.000149411,2.13E-05,3.56E-05,0,4.98E-05,2.13E-05,2.13E-05,2.85E-05,0,0,0,0,0.000128066,5.69E-05,0,0,0,4.27E-05,0,0,0,2.85E-05,0.000142296,2.85E-05,0.000618988,0.003920257,0.001088565,0.000441118,0.000540725,0.000241903,4.27E-05,0.000291707,0.001494109,0.000263248,0.000377085,2.13E-05,0.000106722,4.98E-05,0,0,0,0,0,0,2.13E-05,0,0,5.69E-05,0,0,5.69E-05,0,0,0,0,2.13E-05,0.000490922,0.0000498,0.006531391,0.000149411,0.001266435,0.0000427,0.000184985,0.000241903,0,0.000761284,0.00036997,0.000149411,0.000441118,0.000213444,0.0000498,0.000113837,0.0000569,0.000910695,0.001380272,0.001017417,0.000256133,0.000142296,0.0000783,0,0,0.000106722,0.0000213,0.000234789,0.0000711,0.000256133,0.0000427,0.0000356,0,0.0000498,0.000142296,0.0000996,0.0000783,0.000149411,0,0.0000854,0.000113837,0.0000569,0.000462462,0.000277477,0.000064,0.00017787,0.00109568
c40,0,0,0,0,0,0,0,0,0,0,0.00128866,0,0.005154639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002147766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002147766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003006873,0.002147766,0,0.00128866,0,0,0,0,0,0,0,0.00257732,0.003436426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004295533,0.00257732,0,0,0,0,0,0,0.00128866,0,0,0,0,0,0,0,0.00128866,0.001718213,0,0.004725086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003865979,0,0,0,0,0,0,0,0,0.001718213
c42,0,0,0.001565405,0.00528324,0,0,0,0,0,0,0.001271891,0,0.005087565,0,0.000782702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001565405,0,0,0,0.001271891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00088054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000538108,0.002690539,0,0,0,0,0.000587027,0.00088054,0,0,0,0,0,0.000489189,0,0,0,0.000391351,0.001222972,0.000733783,0,0,0.008511887,0,0,0.001271891,0,0.000195676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001712161,0,0,0,0,0.000978378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001027297,0,0,0,0,0,0,0,0,0.015751883,0.007044321,0,0,0,0.002543782,0.001174053,0.003424322,0,0,0.000146757,0,0.001467567,0.000146757,0,0,0,0,0,0,0.000635946,0.0044027,0,0,0,0,0,0,0.019518638,0,0,0,0,0,0,0,0,0,0,0,0.012034048,0,0,0,0,0,0,0,0.003668917,0.000587027
c43,0,0.001347709,0,0,0,0,0,0,0,0,0.001123091,0.001347709,0.00853549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003144654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004043127,0,0,0,0,0.001123091,0,0,0,0,0,0.003144654,0.00853549,0.000898473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000898473,0,0,0,0.001123091,0,0,0,0,0,0,0.003144654,0,0,0,0,0,0,0,0,0,0,0,0.013027853,0.001796945,0,0.002920036,0,0.001572327,0,0,0,0,0,0,0,0.001123091,0,0,0,0,0,0,0.001347709,0,0.001123091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014150943,0.0024708,0.003144654,0,0,0,0,0,0,0,0,0.003144654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003818509,0,0,0,0,0.001572327,0,0,0,0.002920036
c44,0,0,0.000635324,0.001747141,0,0,0,0,0,0,0.004606099,0,0.001747141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000635324,0,0,0,0.00158831,0.006670902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001905972,0,0,0,0,0,0,0,0,0,0.001429479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001270648,0,0,0,0,0,0,0,0,0,0.000476493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000794155,0,0.00158831,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001747141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000476493,0,0,0,0,0,0,0,0,0,0.000476493,0,0.005082592,0,0.000476493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006670902,0,0,0,0,0,0.002223634,0.000952986,0.001747141,0,0,0,0,0,0.000476493,0,0,0,0,0,0,0,0.005082592,0.000476493,0,0.006988564,0.002223634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001429479,0,0,0,0,0,0,0,0,0.000635324
c46,0,0,0,0.002452026,0.004584222,0.009061834,0,0.003198294,0,0,0.000533049,0,0.001066098,0,0,0,0,0,0,0,0,0,0,0,0,0.000426439,0,0,0,0,0,0,0,0,0.000852878,0,0,0.000533049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000319829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000852878,0,0,0,0,0,0,0,0,0,0,0,0,0.000959488,0,0,0,0,0.000319829,0,0,0,0,0,0.000852878,0,0.000319829,0,0,0,0,0.000319829,0.000426439,0.000533049,0,0,0,0,0.001172708,0,0,0.001812367,0.000426439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002558635,0,0,0,0,0,0.000319829,0,0,0,0.000319829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000426439,0,0,0,0,0,0,0,0,0,0.002558635,0.000639659,0.000426439,0,0,0,0,0,0,0,0,0,0,0.000319829,0,0,0,0,0,0,0.000639659,0,0,0,0.000319829,0,0.000639659,0,0,0,0,0,0,0,0,0.001066098,0,0,0,0,0,0,0,0,0.000426439
c47,0,0,0,0.002147695,0,0,0,0,0,0,0.001321659,0,0.001239055,0,0.000743433,0,0,0,0,0,0,0,0,0,0,0.000247811,0,0,0,0,0,0,0,0,0.011399306,0.002643317,0,0.000247811,0,0,0.000826037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000330415,0,0,0,0,0.000495622,0,0,0,0,0,0,0,0,0.001734677,0,0,0,0,0.003056336,0,0,0,0,0,0,0.001899884,0,0.009251611,0,0,0,0.000247811,0,0.003056336,0.003551958,0,0.000991244,0,0.000330415,0,0.000991244,0,0.011399306,0,0.000330415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006030068,0.000247811,0,0,0,0,0,0,0,0,0.000578226,0.001321659,0.00090864,0,0,0,0,0.000413018,0,0,0,0.001073848,0,0,0,0.000660829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002643317,0,0,0,0,0,0.002560714,0.000495622,0.000743433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000578226,0,0,0.002395506,0,0,0,0,0,0.001156451,0,0,0,0,0,0,0,0,0.000743433,0,0,0,0,0,0,0,0,0.000330415
c48,0,0.072368421,0,0.016447368,0,0,0,0,0,0,0.004934211,0.072368421,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0.006578947,0,0,0,0,0,0,0,0,0,0,0,0.004934211,0,0,0.047697368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039473684,0,0,0,0,0.037828947,0,0,0,0,0,0,0.041118421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004934211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098684211,0.021381579,0.009868421,0.018092105,0.036184211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075657895,0.009868421,0.006578947,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077302632,0.016447368,0,0,0,0,0,0,0,0,0.019736842,0,0,0,0,0,0,0,0,0.014802632,0,0,0,0,0,0,0,0,0.050986842
c4,0,0,0,0.00133856,0,0,0,0,0,0,0.010708481,0,0.009083086,0.001242949,0,0,0,0,0,0,0,0,0,0,0.000764891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008796252,0,0,0,0,0,0,0,0,0,0.001721006,0,0,0,0,0,0,0,0,0,0.000956114,0,0,0,0,0,0,0,0,0,0,0.002294674,0,0,0,0,0,0,0.014150492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013289989,0.027058036,0,0,0.000382446,0,0.000956114,0.002868343,0,0.003537623,0,0,0,0,0,0.000573669,0.0033464,0,0,0,0.000573669,0,0.009656755,0,0,0,0,0,0,0,0,0.000573669,0.000573669,0.002390286,0,0,0.003633235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000573669,0,0,0.008605029,0,0,0.004398126,0,0,0,0.005067406,0.000478057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004876183,0.004780572,0.002868343,0,0,0.000478057,0,0.003250789,0.064059662,0,0.000956114,0,0,0,0,0.000860503,0.003728846,0,0.00468496,0,0.008987475,0.001721006,0.000478057,0,0.000478057,0.00133856,0.004780572,0,0,0,0,0,0,0,0,0.004589349,0,0,0,0,0,0,0,0,0.001912229
c51,0,0.000503715,0.001763002,0.000503715,0,0,0,0,0,0,0,0.000503715,0.003148218,0,0.000503715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001763002,0,0,0,0,0,0,0,0,0,0,0,0.000629644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001511145,0,0,0,0,0,0,0,0,0,0,0.000377786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000377786,0.001637073,0.000629644,0,0.000377786,0,0.001511145,0.000755572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000503715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00692608,0.002518574,0.000881501,0,0,0,0,0.003400076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00100743,0,0.009066868,0.000629644,0.002518574,0,0.000503715,0.000881501,0,0.000881501,0.000377786,0,0.000377786,0,0,0,0,0.002518574,0.000881501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000503715,0,0,0.001259287,0,0,0,0,0,0,0.000755572,0,0.001133359
c52,0,0.001447702,0.003619254,0.00334781,0,0.000452407,0,0,0,0,0.000904814,0.001447702,0.003709736,0.002714441,0.000904814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003619254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001447702,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000723851,0.00135722,0,0,0,0.000271444,0,0,0,0,0.000271444,0,0,0,0.000271444,0,0,0.000723851,0,0,0,0,0,0,0,0,0,0.004162143,0,0,0,0,0,0,0.001719146,0.00334781,0,0,0.002623959,0.000452407,0,0.000904814,0,0,0,0,0,0,0,0,0,0.000361925,0.000361925,0,0.000904814,0,0.000271444,0,0,0,0,0.000904814,0,0,0,0.001628664,0.001628664,0.000271444,0,0.000271444,0,0,0,0,0.000904814,0.000361925,0,0.000542888,0.001266739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013662685,0.004795512,0.001085776,0.000995295,0,0,0,0.006152733,0,0.001176258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015743757,0.001085776,0.003709736,0,0,0,0,0.001538183,0.000361925,0,0.001447702,0,0,0,0,0.003438292,0.002623959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000542888,0.001809627,0,0,0,0,0.000723851,0.000814332,0,0,0.001447702
c57,0.000308494,0.000274217,0.001508192,0.007129636,0,0.000137108,0,0,0,0,0.000891204,0.000274217,0.00106259,0.000137108,0.000274217,0,0,0,0,0,0,0,0.000616988,0.000137108,0,0,0,0,0,0,0.001508192,0,0,0,0,0,0,0.00023994,0,0,0,0.00023994,0.000959759,0,0,0.000959759,0,0,0,0,0,0,0.002879276,0.000514156,0.000308494,0.004421745,0,0,0,0,0.001953794,0.000891204,0,0,0,0,0,0,0,0.000445602,0.001988072,0.000616988,0.009906081,0.000514156,0.001405361,0.000445602,0,0,0.000342771,0.000205663,0.001268253,0,0.001645301,0,0,0,0,0.007369576,0,0.000102831,0,0.000925482,0,0,0.001199698,0.00023994,0,0,0,0.000137108,0,0.000685542,0,0.002639336,0,0,0,0,0,0.00023994,0,0,0.000891204,0.000137108,0,0,0.00082265,0,0,0,0,0.000616988,0.000137108,0,0,0.001268253,0.005484335,0.000308494,0,0.000274217,0,0.000548434,0.007129636,0,0.001199698,0.000616988,0.000548434,0.000102831,0.001028313,0,0,0,0,0,0.00023994,0,0,0,0,0.000137108,0,0.000137108,0,0,0,0.001096867,0.000548434,0.017309934,0,0,0,0.000891204,0.000205663,0,0,0.000137108,0.000205663,0,0,0.000171385,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000788373,0,0,0,0,0,0.000342771,0.010420237,0.000411325,0.00236512,0,0,0,0,0,0.003119216,0,0.000137108,0,0,0,0,0,0.01758415,0.000925482,0.00082265,0,0.000205663,0,0,0,0.000171385,0.000137108,0.000651265,0.000411325,0,0,0,0.00023994,0,0,0,0.000685542,0,0,0,0.000274217,0,0,0,0.000719819,0.000308494
c5,0,0,0,0.001119507,0,0,0,0,0,0,0.001119507,0,0.019871257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001119507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027987685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003078645,0,0,0.008396306,0,0,0,0,0,0,0.001119507,0.027987685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008396306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005877414,0,0,0,0,0,0.003918276,0.001119507,0,0.001679261,0,0,0,0.026308424,0,0,0,0.000839631,0,0,0,0,0.002798769,0,0,0,0,0,0,0,0,0,0,0.013434089,0.006437168,0.006157291,0,0,0.001119507,0,0.003078645,0.002239015,0,0,0,0,0,0,0.018751749,0.012874335,0.001119507,0,0,0,0,0,0.001119507,0,0,0,0,0,0.003638399,0,0,0,0,0,0.010355444,0,0,0,0,0,0,0,0,0.004757907
c62,0,0.000920387,0.001840773,0.003911643,0,0,0,0,0,0,0,0.000920387,0.00276116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001840773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00207087,0,0,0,0,0.00345145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00138058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003911643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010124252,0,0,0.00069029,0,0,0,0.012195122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014035895,0.00207087,0.002991256,0,0,0,0,0,0,0.000920387,0.001610676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00138058,0,0.00207087,0,0,0,0,0,0,0,0,0.000920387
c64,0.000170051,0,0.003435024,0.005237561,0,0,0,0,0,0,0.000340101,0,0.000204061,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000527157,0,0,0,0.003435024,0,0,0,0,0,0,0,0.000153046,0,0,0,0.000170051,5.10E-05,0,0.003367003,0,0,0,0,0,0,0.000799238,0.002839846,0.000170051,0.000255076,0,6.80E-05,0,0,0.000187056,0,0,0,0,0,0,0,0,0.001530456,0.003349998,0,0,0,0.001887562,0.002431725,0,6.80E-05,0,0,0,0,0.000187056,0,0,0,0.002210659,0.002805836,0,0,0,0,0,0,0.000272081,0.000238071,0,0,0,0,0,0,0.001003299,0,0,0.000153046,0,0,0.000153046,0,8.50E-05,0,5.10E-05,0,5.10E-05,0,0.000119035,0,0,0,0.001190355,0.000136041,0.00010203,0,0,0.000119035,0.000238071,0.003673095,0,0,6.80E-05,0,0.000340101,0,0.000136041,0,0.000221066,0.00010203,0.001887562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000816243,0,0.001071319,0,0,0,0.000748223,0.000204061,6.80E-05,0,0.002720811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000374111,0.000952284,0.005407611,0.00010203,0.000357106,0,0,0,0,0.000306091,0.001037309,0,0.000493147,0,0,0.000051,0,0,0.002635785,0.000833248,0.004744414,0.000561167,0.000119035,0,0,0,0,0,0.000306091,0.000306091,0,0,0,0.00010203,0,0,0,0.000153046,0,0,0,0.000068,0.000238071,0.000238071,0,0.000051,0.00010203
c7,0,0,0.003052503,0.003968254,0,0,0,0,0,0,0.003357753,0,0.01007326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003052503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001831502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001221001,0.007020757,0,0,0,0.001526252,0,0,0,0,0,0,0,0,0,0,0.002136752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010989011,0,0,0.005799756,0,0,0,0,0.003968254,0,0,0,0,0.010683761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022283272,0.007326007,0.002442002,0,0.001221001,0.001221001,0,0.003663004,0,0,0,0,0,0,0,0.001221001,0.003968254,0,0,0,0,0,0,0.001526252,0,0,0,0,0,0,0,0,0,0,0,0.013125763,0,0,0,0,0,0,0,0,0.006105006
c8,0,0,0.001876636,0.002765569,0,0,0,0,0,0,0.000740777,0,0.001333399,0,0,0,0,0,0,0,0,0,0,0.000148155,0,0,0.00172848,0,0,0,0.001876636,0,0,0,0,0,0,0,0.000493852,0,0,0.000197541,0.000493852,0,0,0.000395081,0,0,0,0,0,0,0,0,0,0.000246926,0,0,0,0.000197541,0.002074177,0.001580325,0,0,0,0,0,0,0,0.000148155,0,0,0,0,0.004987901,0.007654699,0,0,0,0.000543237,0.000395081,0.000197541,0.004098968,0,0,0,0.001432169,0,0,0.000395081,0,0,0,0,0.002024791,0.001432169,0,0.000246926,0,0,0.000197541,0.001926021,0,0,0,0,0.001975406,0,0,0.002074177,0,0,0.002024791,0,0.000246926,0,0.001185244,0,0,0,0.002074177,0.005037286,0.000148155,0,0,0.004938515,0.006271915,0.005037286,0.001037088,0.001827251,0.000444466,0.004000198,0.002469258,0,0,0.000345696,0.003950812,0,0,0,0,0.000197541,0,0,0.000197541,0,0,0,0,0,0,0,0,0.000296311,0.001975406,0.011161045,0.000345696,0.001382784,0,0,0,0.003654501,0,0,0,0.00325942,0,0,0,0.000148155,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000197541,0,0,0,0,0.000543237,0,0.015358783,0.000938318,0.001580325,0,0,0.000148155,0,0,0,0,0.001926021,0,0,0.000148155,0.000148155,0,0.003703887,0.001926021,0.004987901,0.010370883,0.000740777,0,0,0,0,0,0.001926021,0.000493852,0.000148155,0,0,0,0,0,0,0.001432169,0,0,0,0,0,0,0,0,0.000592622
chub,0,0,0,0.000631567,0.000287076,0.001148303,0,0,0,0,0.000631567,0,0.000631567,0.000287076,0.000229661,0,0,0,0,0,0,0,0,0.000229661,0.003502325,0.000344491,0,0,0,0,0,0,0,0,0.000803812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000459321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000287076,0.000229661,0,0,0,0,0,0,0,0,0,0.000172246,0,0,0,0,0,0,0,0,0.000459321,0,0,0,0,0.000459321,0,0,0,0,0,0,0.000746397,0.000172246,0.010162485,0,0,0.002755928,0,0.001607625,0,0.000631567,0,0.000803812,0,0.000287076,0,0,0,0,0,0,0.000229661,0,0,0,0,0.000229661,0,0,0.000631567,0.000172246,0,0.000401906,0,0,0,0.000172246,0,0,0,0,0,0,0.000459321,0,0,0,0,0,0.001607625,0.000918643,0,0,0,0.000287076,0.000229661,0,0,0,0.001148303,0,0,0,0.000287076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002354022,0.000344491,0.000803812,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000803812,0.000516737,0,0,0.002411437,0,0,0,0,0.000401906,0.002124361,0,0,0,0,0,0,0,0,0.000516737,0,0,0,0,0,0,0,0,0.000344491
